case_uid,target,tool,priority,priority_reason,case_kind,status_label,run_dir,run_id,mode,input_bc,input_ll,raw_artifact,raw_row_or_line,reported_file,reported_line,reported_column,location_validity,source_region,project_source_only,header_context,ir_function,ir_instruction,ir_line,ir_snippet,source_snippet,message,root_cause_hint,confidence,needs_manual_review,manual_verdict,evidence_files,notes
seahorn.lepton.O2g.000008,lepton,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix,run_20260320_200050_fixed_fullmatrix,crab_instrument,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log,8,Target/lepton/src/io/MemMgrAllocator.cc,439,5,valid,project_source,1,not_header,,,,"tail call void @_ZN8Sirikata18memmgr_free_helperEPvb(i8* noundef %72, i1 zeroext undef) #43, !dbg !29683"," 437: //
 438: void memmgr_free(void* ap){
>439:     memmgr_free_helper(ap, true);
 440: }
 441: ",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/MemMgrAllocator.cc;source_resolution=exact;all_cases_case_id=8;all_cases_step=14;all_cases_name=crab_instrument;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/MemMgrAllocator.cc
seahorn.lepton.O2g.000009,lepton,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix,run_20260320_200050_fixed_fullmatrix,crab_instrument,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log,9,Target/lepton/src/io/MemMgrAllocator.cc,439,5,valid,project_source,1,not_header,,,,"tail call void @_ZN8Sirikata18memmgr_free_helperEPvb(i8* noundef %114, i1 zeroext undef) #43, !dbg !29791"," 437: //
 438: void memmgr_free(void* ap){
>439:     memmgr_free_helper(ap, true);
 440: }
 441: ",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/MemMgrAllocator.cc;source_resolution=exact;all_cases_case_id=9;all_cases_step=14;all_cases_name=crab_instrument;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/MemMgrAllocator.cc
seahorn.lepton.O2g.000010,lepton,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix,run_20260320_200050_fixed_fullmatrix,crab_instrument,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log,10,Target/lepton/src/io/MemMgrAllocator.cc,439,5,valid,project_source,1,not_header,,,,"tail call void @_ZN8Sirikata18memmgr_free_helperEPvb(i8* noundef %156, i1 zeroext undef) #43, !dbg !29899"," 437: //
 438: void memmgr_free(void* ap){
>439:     memmgr_free_helper(ap, true);
 440: }
 441: ",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/MemMgrAllocator.cc;source_resolution=exact;all_cases_case_id=10;all_cases_step=14;all_cases_name=crab_instrument;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/MemMgrAllocator.cc
seahorn.lepton.O2g.000011,lepton,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix,run_20260320_200050_fixed_fullmatrix,crab_instrument,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log,11,Target/lepton/src/io/MemMgrAllocator.cc,439,5,valid,project_source,1,not_header,,,,"tail call void @_ZN8Sirikata18memmgr_free_helperEPvb(i8* noundef %198, i1 zeroext undef) #43, !dbg !30006"," 437: //
 438: void memmgr_free(void* ap){
>439:     memmgr_free_helper(ap, true);
 440: }
 441: ",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/MemMgrAllocator.cc;source_resolution=exact;all_cases_case_id=11;all_cases_step=14;all_cases_name=crab_instrument;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/MemMgrAllocator.cc
seahorn.lepton.O2g.000012,lepton,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix,run_20260320_200050_fixed_fullmatrix,crab_instrument,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log,12,Target/lepton/src/io/MemMgrAllocator.cc,439,5,valid,project_source,1,not_header,,,,"tail call void @_ZN8Sirikata18memmgr_free_helperEPvb(i8* noundef %240, i1 zeroext undef) #43, !dbg !30113"," 437: //
 438: void memmgr_free(void* ap){
>439:     memmgr_free_helper(ap, true);
 440: }
 441: ",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/MemMgrAllocator.cc;source_resolution=exact;all_cases_case_id=12;all_cases_step=14;all_cases_name=crab_instrument;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/MemMgrAllocator.cc
seahorn.lepton.O2g.000013,lepton,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix,run_20260320_200050_fixed_fullmatrix,crab_instrument,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log,13,Target/lepton/src/io/MemMgrAllocator.cc,439,5,valid,project_source,1,not_header,,,,"tail call void @_ZN8Sirikata18memmgr_free_helperEPvb(i8* noundef %282, i1 zeroext undef) #43, !dbg !30224"," 437: //
 438: void memmgr_free(void* ap){
>439:     memmgr_free_helper(ap, true);
 440: }
 441: ",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/MemMgrAllocator.cc;source_resolution=exact;all_cases_case_id=13;all_cases_step=14;all_cases_name=crab_instrument;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/MemMgrAllocator.cc
seahorn.lepton.O2g.000014,lepton,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix,run_20260320_200050_fixed_fullmatrix,crab_instrument,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log,14,Target/lepton/src/io/MemMgrAllocator.cc,439,5,valid,project_source,1,not_header,,,,"tail call void @_ZN8Sirikata18memmgr_free_helperEPvb(i8* noundef %323, i1 zeroext undef) #43, !dbg !30369"," 437: //
 438: void memmgr_free(void* ap){
>439:     memmgr_free_helper(ap, true);
 440: }
 441: ",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/MemMgrAllocator.cc;source_resolution=exact;all_cases_case_id=14;all_cases_step=14;all_cases_name=crab_instrument;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/MemMgrAllocator.cc
seahorn.lepton.O2g.000015,lepton,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix,run_20260320_200050_fixed_fullmatrix,crab_instrument,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log,15,Target/lepton/src/io/MemMgrAllocator.cc,439,5,valid,project_source,1,not_header,,,,"tail call void @_ZN8Sirikata18memmgr_free_helperEPvb(i8* noundef %364, i1 zeroext undef) #43, !dbg !30472"," 437: //
 438: void memmgr_free(void* ap){
>439:     memmgr_free_helper(ap, true);
 440: }
 441: ",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/MemMgrAllocator.cc;source_resolution=exact;all_cases_case_id=15;all_cases_step=14;all_cases_name=crab_instrument;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/MemMgrAllocator.cc
seahorn.lepton.O2g.000016,lepton,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix,run_20260320_200050_fixed_fullmatrix,crab_instrument,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log,16,Target/lepton/src/io/MemMgrAllocator.cc,439,5,valid,project_source,1,not_header,,,,"tail call void @_ZN8Sirikata18memmgr_free_helperEPvb(i8* noundef %414, i1 zeroext undef) #43, !dbg !30605"," 437: //
 438: void memmgr_free(void* ap){
>439:     memmgr_free_helper(ap, true);
 440: }
 441: ",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/MemMgrAllocator.cc;source_resolution=exact;all_cases_case_id=16;all_cases_step=14;all_cases_name=crab_instrument;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/MemMgrAllocator.cc
seahorn.lepton.O2g.000017,lepton,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix,run_20260320_200050_fixed_fullmatrix,crab_instrument,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log,17,Target/lepton/src/io/MemMgrAllocator.cc,439,5,valid,project_source,1,not_header,,,,"tail call void @_ZN8Sirikata18memmgr_free_helperEPvb(i8* noundef %455, i1 zeroext undef) #43, !dbg !30709"," 437: //
 438: void memmgr_free(void* ap){
>439:     memmgr_free_helper(ap, true);
 440: }
 441: ",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/MemMgrAllocator.cc;source_resolution=exact;all_cases_case_id=17;all_cases_step=14;all_cases_name=crab_instrument;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/MemMgrAllocator.cc
seahorn.lepton.O2g.000018,lepton,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix,run_20260320_200050_fixed_fullmatrix,crab_instrument,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log,18,Target/lepton/src/io/MemMgrAllocator.cc,439,5,valid,project_source,1,not_header,,,,"tail call void @_ZN8Sirikata18memmgr_free_helperEPvb(i8* noundef %495, i1 zeroext undef) #43, !dbg !30814"," 437: //
 438: void memmgr_free(void* ap){
>439:     memmgr_free_helper(ap, true);
 440: }
 441: ",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/MemMgrAllocator.cc;source_resolution=exact;all_cases_case_id=18;all_cases_step=14;all_cases_name=crab_instrument;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/MemMgrAllocator.cc
seahorn.lepton.O2g.000019,lepton,seahorn,P1,ValidBitcodeSourceMappingNeedsSemanticReview,IRSourceSemanticCandidate,reported,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix,run_20260320_200050_fixed_fullmatrix,crab_instrument,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.bc,/home/jimi/PaperExperiment/CompilerOptimization/CompilerResult/lepton/LLVM14-O2-g/lepton_artifacts/lepton_O2_g.ll,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log,19,Target/lepton/src/io/MemMgrAllocator.cc,439,5,valid,project_source,1,not_header,,,,"tail call void @_ZN8Sirikata18memmgr_free_helperEPvb(i8* noundef %534, i1 zeroext undef) #43, !dbg !30917"," 437: //
 438: void memmgr_free(void* ap){
>439:     memmgr_free_helper(ap, true);
 440: }
 441: ",Possible read of undefined value at,optimized_ir_undefined_read_mapping_candidate,0.65,1,,/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/summary/all_cases.csv;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/sea.crab.instrument.stderr.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/log/commands.log;/home/jimi/PaperExperiment/CompilerOptimization/Result/lepton/seahorn/seahorn-O2-g/result/run_20260320_200050_fixed_fullmatrix/report/final_report.md,resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/MemMgrAllocator.cc;source_resolution=exact;all_cases_case_id=19;all_cases_step=14;all_cases_name=crab_instrument;collected_from=all_cases.undefined_read_block;resolved_source=/home/jimi/PaperExperiment/CompilerOptimization/Target/lepton/src/io/MemMgrAllocator.cc
